Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source
RECESSIVE,61561,2286,8.664847225078662e-08,5.4957674222896055e-08,3.5715213877689693e-06,1038,0,0,0,0,0,0,0,0,3,12of12inf
RECESSIVES,61562,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
RECHANNEL,61563,5,1.895198430682122e-10,1.8751749513936944e-10,1.0862763700676237e-07,4,0,0,0,0,0,0,0,0,3,10K_2018
RECHARACTERIZATION,61564,7928,3.005026631689573e-07,1.4831930224065077e-07,5.050795333094877e-06,3846,0,0,0,0,0,0,0,0,7,10K_2008
RECHARACTERIZE,61565,3975,1.506682752392287e-07,8.362927630954997e-08,2.9426092816507395e-06,3114,0,0,0,0,0,0,0,0,5,10K_2010
RECHARACTERIZED,61566,14952,5.667401387111818e-07,4.1187195439762854e-07,7.869064887066152e-06,8421,0,0,0,0,0,0,0,0,5,10K_2008
RECHARACTERIZING,61567,1062,4.0254014667688275e-08,7.921281160556798e-08,3.755120085663505e-06,952,0,0,0,0,0,0,0,0,6,10K_2010
RECHARGE,61568,9201,3.4875441521412413e-07,2.986692365621454e-07,1.1010487051068933e-05,3647,0,0,0,0,0,0,0,0,2,12of12inf
RECHARGEABLE,61569,21016,7.965898043843095e-07,8.341849718645319e-07,3.0795454548747585e-05,4907,0,0,0,0,0,0,0,0,4,12of12inf
RECHARGED,61570,1972,7.47466261061029e-08,7.271508755392835e-08,3.876927889163784e-06,1374,0,0,0,0,0,0,0,0,2,12of12inf
RECHARGES,61571,1173,4.4461355183802584e-08,3.8841268036932525e-08,2.779207826185594e-06,850,0,0,0,0,0,0,0,0,3,12of12inf
RECHARGING,61572,2552,9.67309279020155e-08,9.439476477958232e-08,4.056023248151816e-06,1583,0,0,0,0,0,0,0,0,3,12of12inf
RECHARTER,61573,117,4.434764327796166e-09,4.39760005799444e-09,9.767851283609755e-07,46,0,0,0,0,0,0,0,0,3,12of12inf
RECHARTERED,61574,89,3.3734532066141775e-09,4.0627942671117616e-09,7.25077520263942e-07,72,0,0,0,0,0,0,0,0,3,12of12inf
RECHARTERING,61575,204,7.732409597183059e-09,9.95182503861391e-09,1.1555907487822084e-06,190,0,0,0,0,0,0,0,0,4,12of12inf
RECHARTERS,61576,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
RECHECK,61577,256,9.703415965092465e-09,4.04411585778868e-09,1.0300531687017372e-06,93,0,0,0,0,0,0,0,0,2,12of12inf
RECHECKED,61578,51,1.9331023992957647e-09,1.352225837515875e-09,3.19908658479566e-07,41,0,0,0,0,0,0,0,0,2,12of12inf
RECHECKING,61579,29,1.0992150897956309e-09,7.221580894382664e-10,2.1296056025460316e-07,21,0,0,0,0,0,0,0,0,3,12of12inf
RECHECKS,61580,16,6.064634978182791e-10,1.8641093563033953e-10,9.611548108348878e-08,10,0,0,0,0,0,0,0,0,2,12of12inf
RECHERCHE,61581,1487,5.636320132848631e-08,4.16921228079925e-08,2.9448373629395556e-06,863,0,0,0,0,0,0,0,0,2,12of12inf
RECHRISTEN,61582,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
RECHRISTENED,61583,21,7.959833408864913e-10,9.97046211222678e-10,5.028291852742195e-07,14,0,0,0,0,0,0,0,0,3,12of12inf
RECHRISTENING,61584,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECHRISTENS,61585,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
RECIDIVISM,61586,1242,4.707672901814391e-08,3.2806764073825686e-08,2.3836093121419587e-06,474,0,0,0,0,0,0,0,0,5,12of12inf
RECIDIVISMS,61587,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
RECIDIVIST,61588,59,2.236334148204904e-09,1.3230132801989803e-09,3.457349858823036e-07,43,0,0,0,0,0,0,0,0,4,12of12inf
RECIDIVISTS,61589,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECIPE,61590,7698,2.917847503878195e-07,3.018301730565309e-07,1.1230522596241108e-05,3509,0,0,0,0,0,0,0,0,3,12of12inf
RECIPES,61591,17400,6.595290538773785e-07,6.738606196663985e-07,1.536873101880128e-05,7312,0,0,0,0,0,0,0,0,3,12of12inf
RECIPIENT,61592,831597,3.152082658719921e-05,1.4027046922269667e-05,0.00014185445939096734,137252,0,0,0,0,0,0,0,0,4,12of12inf
RECIPIENTS,61593,209413,7.937583779288704e-06,5.311458938349857e-06,3.972895740003666e-05,87433,0,0,0,0,0,0,0,0,3,12of12inf
RECIPROCAL,61594,90346,3.42447194836814e-06,2.655730767884245e-06,5.296932107444197e-05,34039,0,0,0,0,0,0,0,0,4,12of12inf
RECIPROCALLY,61595,615,2.33109406973901e-08,1.3727606500288975e-08,1.06121123501463e-06,437,0,0,0,0,0,0,0,0,5,12of12inf
RECIPROCALS,61596,854,3.2369989196050644e-08,1.5105968112862845e-08,2.2933839842289956e-06,157,0,0,0,0,0,0,0,0,4,12of12inf
RECIPROCATE,61597,270,1.0234071525683459e-08,6.982805626310517e-09,6.781842135337851e-07,234,0,0,0,0,0,0,0,0,4,12of12inf
RECIPROCATED,61598,288,1.0916342960729023e-08,1.161039756759662e-08,1.4934434241886575e-06,193,0,0,0,0,0,0,0,0,5,12of12inf
RECIPROCATES,61599,11,4.1694365475006687e-10,4.976570530087859e-10,2.172001467780449e-07,11,0,0,0,0,0,0,0,0,4,12of12inf
RECIPROCATING,61600,9855,3.7354361068744624e-07,2.805743289781944e-07,8.614310680331651e-06,4001,0,0,0,0,0,0,0,0,5,12of12inf
RECIPROCATION,61601,96,3.6387809869096745e-09,2.8064358054352214e-09,5.021594829800585e-07,63,0,0,0,0,0,0,0,0,5,12of12inf
RECIPROCATIONS,61602,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
RECIPROCITIES,61603,1,3.790396861364244e-11,2.6846341451002326e-11,3.000917863313409e-08,1,0,0,0,0,0,0,0,0,5,12of12inf
RECIPROCITY,61604,4488,1.7011301113802727e-07,9.83491424904629e-08,2.957482204376177e-06,3019,0,0,0,0,0,0,0,0,5,12of12inf
RECIRCULATE,61605,180,6.822714350455639e-09,4.069751553575475e-09,4.663966813036494e-07,170,0,0,0,0,0,0,0,0,4,12of12inf
RECIRCULATED,61606,528,2.001329542800321e-08,1.3181308338032181e-08,1.0687431666940682e-06,410,0,0,0,0,0,0,0,0,5,12of12inf
RECIRCULATES,61607,68,2.577469865727686e-09,1.997421096654203e-09,3.706759998285223e-07,62,0,0,0,0,0,0,0,0,4,12of12inf
RECIRCULATING,61608,1774,6.72416403206017e-08,3.701655286747708e-08,2.2956963707053295e-06,1206,0,0,0,0,0,0,0,0,5,12of12inf
RECIRCULATION,61609,2870,1.0878438992115381e-07,7.321264197043964e-08,2.799067513856976e-06,1742,0,0,0,0,0,0,0,0,0,10K_2014
RECISION,61610,2969,1.1253688281390441e-07,2.6034037140896115e-07,1.4638692114625864e-05,1728,0,0,0,0,0,0,0,0,3,10K_2010
RECISSION,61611,7245,2.746142526058395e-07,5.603035728144734e-07,1.8067632454159155e-05,4484,0,0,0,0,0,0,0,0,3,10K_2010
RECITAL,61612,46216,1.751769813448099e-06,6.308630296735878e-07,1.0744365550612704e-05,16618,0,0,0,0,0,0,0,0,3,12of12inf
RECITALIST,61613,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECITALISTS,61614,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECITALS,61615,312982,1.1863259904635038e-05,5.19872829597418e-06,2.9912614703752083e-05,89305,0,0,0,0,0,0,0,0,3,12of12inf
RECITATION,61616,2864,1.0855696610947195e-07,1.8298843856632083e-07,6.971890170245686e-06,2340,0,0,0,0,0,0,0,0,4,12of12inf
RECITATIONS,61617,3258,1.2349112974324708e-07,2.0680699961287644e-07,5.824918903913796e-06,2814,0,0,0,0,0,0,0,0,4,12of12inf
RECITATIVE,61618,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECITATIVES,61619,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECITE,61620,3206,1.2152012337533768e-07,9.243231692328362e-08,5.629217202315863e-06,2183,0,0,0,0,0,0,0,0,2,12of12inf
RECITED,61621,15717,5.957366747006182e-07,4.2352134993507614e-07,9.364978868194006e-06,8633,0,0,0,0,0,0,0,0,3,12of12inf
RECITER,61622,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
RECITERS,61623,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
RECITES,61624,2079,7.880235074776264e-08,4.316096141893942e-08,1.946471820419026e-06,1373,0,0,0,0,0,0,0,0,2,12of12inf
RECITING,61625,3505,1.3285340999081677e-07,4.88589827239309e-08,1.88439277471534e-06,1940,0,0,0,0,0,0,0,0,3,12of12inf
RECKLESS,61626,36298,1.3758382527379934e-06,7.133175769764385e-07,7.849046418821377e-06,23948,2009,0,0,0,0,0,0,0,2,12of12inf
RECKLESSLY,61627,6046,2.291673942380822e-07,1.5482007284715418e-07,4.084380908507241e-06,4624,2009,0,0,0,0,0,0,0,3,12of12inf
RECKLESSNESS,61628,9410,3.5667634465437537e-07,1.7327397065085942e-07,4.01143135519242e-06,5352,2009,0,0,0,0,0,0,0,3,12of12inf
RECKLESSNESSES,61629,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECKON,61630,41,1.55406271315934e-09,8.669439524633965e-10,2.1530866304314395e-07,38,0,0,0,0,0,0,0,0,2,12of12inf
RECKONED,61631,255,9.665511996478823e-09,6.6450001398292975e-09,8.402648858523369e-07,174,0,0,0,0,0,0,0,0,2,12of12inf
RECKONING,61632,500,1.8951984306821222e-08,1.6548347507366325e-08,1.7945221595065678e-06,286,0,0,0,0,0,0,0,0,3,12of12inf
RECKONINGS,61633,2828,1.0719242323938083e-07,7.070333668876952e-08,3.2399977515855677e-06,1725,0,0,0,0,0,0,0,0,3,12of12inf
RECKONS,61634,2,7.580793722728488e-11,1.8094384474169266e-11,1.658575353926064e-08,2,0,0,0,0,0,0,0,0,2,12of12inf
RECLAIM,61635,29204,1.1069474993928138e-06,8.227746764803384e-07,1.4085037472464237e-05,17684,0,0,0,0,0,0,0,0,2,12of12inf
RECLAIMABLE,61636,917,3.475793921871012e-08,4.322795231011252e-08,3.395316012543629e-06,529,0,0,0,0,0,0,0,0,4,12of12inf
RECLAIMED,61637,19454,7.373838054098001e-07,6.896506751536147e-07,1.8129608736321962e-05,10436,0,0,0,0,0,0,0,0,2,12of12inf
RECLAIMER,61638,537,2.035443114552599e-08,1.0373902270282798e-08,1.0580433630337866e-06,274,0,0,0,0,0,0,0,0,3,10K_2010
RECLAIMING,61639,5479,2.0767584403414694e-07,2.2430065707972265e-07,1.3472093597725484e-05,2974,0,0,0,0,0,0,0,0,3,12of12inf
RECLAIMS,61640,357,1.3531716795070352e-08,1.3450003716259922e-08,1.7730837826801332e-06,239,0,0,0,0,0,0,0,0,2,12of12inf
RECLAMATION,61641,269539,1.021659779615257e-05,9.8116373515136e-06,0.00012485569722648604,42427,0,0,0,0,0,0,0,0,4,12of12inf
RECLAMATIONS,61642,497,1.8838272400980292e-08,1.732353946550748e-08,1.725860810653551e-06,376,0,0,0,0,0,0,0,0,4,12of12inf
RECLARIFY,61643,2,7.580793722728488e-11,3.590077746166313e-11,3.4115945938622075e-08,2,0,0,0,0,0,0,0,0,4,10K_2018
RECLASS,61644,17445,6.612347324649924e-07,7.021587585750114e-07,1.3319512742543657e-05,10088,0,0,0,0,0,0,0,0,2,10K_2010
RECLASSED,61645,13048,4.945709824708066e-07,5.961041174808382e-07,1.1396897879201306e-05,9079,0,0,0,0,0,0,0,0,2,10K_2008
RECLASSES,61646,4241,1.6075073089045758e-07,8.576341636039505e-08,3.946078130161823e-06,1742,0,0,0,0,0,0,0,0,3,10K_2018
RECLASSIFICATION,61647,1051849,3.986925148229119e-05,3.756023450905533e-05,0.00010186186100319479,354016,0,0,0,0,0,0,0,0,6,12of12inf
RECLASSIFICATIONS,61648,743914,2.8197292907249204e-05,3.436202267920331e-05,8.97547947568026e-05,351117,0,0,0,0,0,0,0,0,6,12of12inf
RECLASSIFIED,61649,1533276,5.8117245380051225e-05,6.130590391314184e-05,0.00012616259764621401,505458,0,0,0,0,0,0,0,2023,4,12of12inf
RECLASSIFIES,61650,9093,3.446607866038507e-07,3.0092100936798794e-07,5.580619111278078e-06,7171,0,0,0,0,0,0,0,0,4,12of12inf
RECLASSIFY,61651,118866,4.505493133229222e-06,3.490479756408278e-06,2.2446718712448847e-05,74328,0,0,0,0,0,0,0,0,4,12of12inf
RECLASSIFYING,61652,18457,6.995935487019985e-07,7.005899790371452e-07,1.1244929684680295e-05,13145,0,0,0,0,0,0,0,0,5,12of12inf
RECLINE,61653,387,1.4668835853479625e-08,1.237806899141662e-08,1.3438769917735529e-06,255,0,0,0,0,0,0,0,0,2,12of12inf
RECLINED,61654,60,2.2742381168185464e-09,3.96890696779024e-09,8.152096067897395e-07,50,0,0,0,0,0,0,0,0,2,12of12inf
RECLINER,61655,2007,7.607326500758038e-08,5.7316397447470274e-08,4.2901721879638016e-06,550,0,0,0,0,0,0,0,0,3,12of12inf
RECLINERS,61656,1336,5.06397020678263e-08,5.0182677303254266e-08,3.167307085906711e-06,656,0,0,0,0,0,0,0,0,3,12of12inf
RECLINES,61657,42,1.5919666817729826e-09,1.3983381878652557e-09,2.9347432835006736e-07,41,0,0,0,0,0,0,0,0,2,12of12inf
RECLINING,61658,1211,4.5901705991121e-08,5.9685583209147e-08,3.960365700566546e-06,631,0,0,0,0,0,0,0,0,3,12of12inf
RECLUSE,61659,365,1.383494854397949e-08,1.7371118190638683e-08,2.8497785975728534e-06,92,0,0,0,0,0,0,0,0,2,12of12inf
RECLUSES,61660,5,1.895198430682122e-10,5.6820689826143135e-11,2.9325648923374536e-08,5,0,0,0,0,0,0,0,0,3,12of12inf
RECLUSIVE,61661,10,3.790396861364244e-10,4.732300576036749e-10,1.8844079035915e-07,10,0,0,0,0,0,0,0,0,3,12of12inf
RECODED,61662,973,3.6880561461074093e-08,4.315885180979617e-08,2.5279210524492693e-06,766,0,0,0,0,0,0,0,0,0,10K_2014
RECODIFIED,61663,3014,1.1424256140151832e-07,4.904639844388508e-08,2.1363689970681655e-06,1491,0,0,0,0,0,0,0,0,4,10K_2010
RECOGNISE,61664,1946,7.376112292214819e-08,4.141822245803484e-08,2.345110760579943e-06,1224,0,0,0,0,0,0,0,0,3,10K_2010
RECOGNISED,61665,21920,8.308549920110423e-07,5.561769579357833e-07,2.4709725889543027e-05,5055,0,0,0,0,0,0,0,0,3,10K_2008
RECOGNISES,61666,916,3.4720035250096474e-08,2.6428456215925103e-08,1.974840876092039e-06,581,0,0,0,0,0,0,0,0,4,10K_2010
RECOGNITION,61667,4156453,0.00015754606405607997,0.0001707149177029043,0.00023901669371209665,804234,0,0,0,0,0,0,0,0,4,12of12inf
RECOGNITIONS,61668,2059,7.804427137548978e-08,6.562560105330691e-08,2.9000979897924715e-06,1512,0,0,0,0,0,0,0,0,4,12of12inf
RECOGNIZABLE,61669,26329,9.979735896285919e-07,1.0446061974084184e-06,1.2492005507763045e-05,19348,0,0,0,0,0,0,0,0,5,12of12inf
RECOGNIZABLY,61670,100,3.790396861364244e-09,2.6882465366416484e-09,4.3252353838373206e-07,80,0,0,0,0,0,0,0,0,5,12of12inf
RECOGNIZANCE,61671,74,2.8048936774095405e-09,3.196186530240632e-09,8.775222845552347e-07,53,0,0,0,0,0,0,0,0,4,12of12inf
RECOGNIZANCES,61672,22,8.338873095001337e-10,5.060934283487354e-10,2.366260546704352e-07,13,0,0,0,0,0,0,0,0,5,12of12inf
RECOGNIZE,61673,2332307,8.840369132537856e-05,8.530605272692897e-05,0.0001363083515529325,644242,0,0,0,0,0,0,0,0,3,12of12inf
RECOGNIZED,61674,11858631,0.00044948917722476727,0.0004388092592075768,0.0004454783159480593,984618,0,0,0,0,0,0,0,0,3,12of12inf
RECOGNIZES,61675,1018235,3.859514748131221e-05,4.141681707500855e-05,8.742744450128932e-05,448050,0,0,0,0,0,0,0,0,4,12of12inf
RECOGNIZING,61676,358175,1.3576253958191382e-05,1.344261130785196e-05,4.6897981862122695e-05,212026,0,0,0,0,0,0,0,0,4,12of12inf
RECOIL,61677,1260,4.775900045318948e-08,7.399201196662789e-08,9.967401783752135e-06,425,0,0,0,0,0,0,0,0,2,12of12inf
RECOILED,61678,33,1.2508309642502007e-09,1.021770572687332e-09,2.526954213447619e-07,33,0,0,0,0,0,0,0,0,2,12of12inf
RECOILING,61679,61,2.312142085432189e-09,2.34642732612047e-09,8.617814853202773e-07,33,0,0,0,0,0,0,0,0,3,12of12inf
RECOILS,61680,17,6.443674664319215e-10,1.3808967173729061e-09,5.375013205566415e-07,17,0,0,0,0,0,0,0,0,2,12of12inf
RECOLLECT,61681,53,2.0089103365230494e-09,4.859384432132622e-09,1.4580223340047489e-06,39,0,0,0,0,0,0,0,0,3,12of12inf
RECOLLECTED,61682,81,3.070221457705038e-09,3.812299704362763e-09,5.424432526168247e-07,77,0,0,0,0,0,0,0,0,4,12of12inf
RECOLLECTING,61683,6,2.2742381168185466e-10,2.740147496471074e-10,1.5770767801836068e-07,4,0,0,0,0,0,0,0,0,4,12of12inf
RECOLLECTION,61684,423,1.6033378723570752e-08,1.2324605961080414e-08,1.460130264852572e-06,313,0,0,0,0,0,0,0,0,4,12of12inf
RECOLLECTIONS,61685,443,1.6791458095843603e-08,1.1252667772358999e-08,2.243842406710631e-06,152,0,0,0,0,0,0,0,0,4,12of12inf
RECOLLECTS,61686,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
RECOLONIZATION,61687,13,4.927515919773517e-10,9.329870424292729e-11,1.0429046680256009e-07,1,0,0,0,0,0,0,0,0,6,12of12inf
RECOLONIZATIONS,61688,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
RECOLONIZE,61689,2,7.580793722728488e-11,2.0049865605957033e-11,1.5871783437034635e-08,2,0,0,0,0,0,0,0,0,4,12of12inf
RECOLONIZED,61690,2,7.580793722728488e-11,7.290515007932865e-11,8.14942950792403e-08,1,0,0,0,0,0,0,0,0,4,12of12inf
RECOLONIZES,61691,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
RECOLONIZING,61692,4,1.5161587445456976e-10,2.87072936132084e-11,3.208937440078772e-08,1,0,0,0,0,0,0,0,0,5,12of12inf
RECOLOR,61693,5,1.895198430682122e-10,1.0443951374103602e-10,6.532499763192119e-08,4,0,0,0,0,0,0,0,0,3,12of12inf
RECOLORED,61694,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
RECOLORING,61695,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECOLORS,61696,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
RECOMBINANT,61697,49162,1.8634349049838898e-06,1.342425259970384e-06,2.97039728223455e-05,11771,0,0,0,0,0,0,0,0,4,10K_2012
RECOMBINATION,61698,3873,1.468020704406372e-07,8.637963862209127e-08,6.7428056113163e-06,1207,0,0,0,0,0,0,0,0,5,10K_2010
RECOMBINE,61699,433,1.6412418409707176e-08,1.6968420446982398e-08,1.7965113937061076e-06,307,0,0,0,0,0,0,0,0,3,12of12inf
RECOMBINED,61700,602,2.281818910541275e-08,1.715161915535274e-08,1.4850016614078251e-06,388,0,0,0,0,0,0,0,0,3,12of12inf
RECOMBINES,61701,550,2.084718273750334e-08,2.2357743489525567e-08,1.5719082798687784e-06,420,0,0,0,0,0,0,0,0,3,12of12inf
RECOMBINING,61702,147,5.571883386205439e-09,4.8001025354430055e-09,6.507829585044126e-07,127,0,0,0,0,0,0,0,0,4,12of12inf
RECOMMENCE,61703,13411,5.083301230775588e-07,4.247809690827474e-07,9.349441121735166e-06,8698,0,0,0,0,0,0,0,0,3,12of12inf
RECOMMENCED,61704,5942,2.252253815022634e-07,2.504146960135274e-07,7.030835546614079e-06,3922,0,0,0,0,0,0,0,0,3,12of12inf
RECOMMENCEMENT,61705,4453,1.687863722365498e-07,1.2054827594925608e-07,6.014845050229052e-06,2100,0,0,0,0,0,0,0,0,5,12of12inf
RECOMMENCEMENTS,61706,19,7.201754036592064e-10,2.612472686207233e-10,1.1287715645671926e-07,15,0,0,0,0,0,0,0,0,5,12of12inf
RECOMMENCES,61707,1315,4.984371872693981e-08,3.4893865352035464e-08,2.35199397539204e-06,921,0,0,0,0,0,0,0,0,4,12of12inf
RECOMMENCING,61708,1121,4.2490348815893174e-08,4.8571955331694114e-08,3.5426816526078515e-06,759,0,0,0,0,0,0,0,0,4,12of12inf
RECOMMEND,61709,208808,7.914651878277452e-06,6.4801685968831295e-06,3.058011825151152e-05,125503,0,0,0,0,0,0,0,0,3,12of12inf
RECOMMENDABLE,61710,23,8.717912781137762e-10,2.585570831128485e-10,8.349278086861683e-08,16,0,0,0,0,0,0,0,0,5,12of12inf
RECOMMENDATION,61711,270193,1.0241386991625893e-05,6.859927375942629e-06,3.70149328593437e-05,121999,0,0,0,0,0,0,0,0,5,12of12inf
RECOMMENDATIONS,61712,420332,1.5932250935309555e-05,1.1163123602797317e-05,4.687222141308909e-05,180119,0,0,0,0,0,0,0,0,5,12of12inf
RECOMMENDED,61713,336733,1.276351706317766e-05,1.0268257833296743e-05,5.265399631974275e-05,152251,0,0,0,0,0,0,0,0,4,12of12inf
RECOMMENDING,61714,115962,4.395420008375205e-06,3.2054638171593714e-06,2.2610427211665893e-05,63826,0,0,0,0,0,0,0,0,4,12of12inf
RECOMMENDS,61715,63415,2.4036801696341354e-06,1.7839090008422127e-06,1.6107736422185724e-05,41517,0,0,0,0,0,0,0,0,3,12of12inf
RECOMMISSION,61716,315,1.193975011329737e-08,1.2819320702569528e-08,1.958499463072635e-06,166,0,0,0,0,0,0,0,0,4,12of12inf
RECOMMISSIONED,61717,280,1.0613111211819884e-08,7.432234423881125e-09,9.059359625979685e-07,161,0,0,0,0,0,0,0,0,4,12of12inf
RECOMMISSIONING,61718,1027,3.892737576621079e-08,3.0421381800066185e-08,2.6860185780929327e-06,615,0,0,0,0,0,0,0,0,5,12of12inf
RECOMMISSIONS,61719,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECOMMIT,61720,124,4.700092108091663e-09,3.3016253393556112e-09,5.631294114874802e-07,82,0,0,0,0,0,0,0,0,3,12of12inf
RECOMMITMENT,61721,237,8.983240561433259e-09,5.090031513434432e-09,7.424354098130524e-07,116,0,0,0,0,0,0,0,0,4,10K_2018
RECOMMITS,61722,4,1.5161587445456976e-10,4.904526802615534e-11,3.2714342483794376e-08,3,0,0,0,0,0,0,0,0,3,12of12inf
RECOMMITTED,61723,487,1.845923271484387e-08,8.335834018402288e-09,7.481212870786526e-07,385,0,0,0,0,0,0,0,0,4,12of12inf
RECOMMITTING,61724,210,7.959833408864912e-09,3.4129338629986604e-09,4.7155983202827184e-07,148,0,0,0,0,0,0,0,0,4,12of12inf
RECOMPENSE,61725,753,2.854168836607276e-08,2.637441482657825e-08,1.9881395537720916e-06,581,0,0,0,0,0,0,0,0,3,12of12inf
RECOMPENSED,61726,69,2.6153738343413285e-09,1.9386144018344214e-09,4.374485864589428e-07,54,0,0,0,0,0,0,0,0,3,12of12inf
RECOMPENSES,61727,10,3.790396861364244e-10,2.3010573881206032e-10,8.90058561361074e-08,10,0,0,0,0,0,0,0,0,4,12of12inf
RECOMPENSING,61728,20,7.580793722728488e-10,4.1222353425081087e-10,1.1615935171003502e-07,18,0,0,0,0,0,0,0,0,4,12of12inf
RECOMPETE,61729,998,3.782816067641516e-08,3.3970569241117555e-08,2.7057432076937453e-06,488,0,0,0,0,0,0,0,0,3,10K_2010
RECOMPETED,61730,319,1.2091365987751938e-08,1.2712032623861474e-08,1.442794473464936e-06,209,0,0,0,0,0,0,0,0,4,10K_2018
RECOMPETES,61731,271,1.0271975494297102e-08,1.4627104114451733e-08,1.490317488519679e-06,203,0,0,0,0,0,0,0,0,3,10K_2018
RECOMPETITION,61732,473,1.7928577154252874e-08,1.969507845744601e-08,2.27689958340582e-06,284,0,0,0,0,0,0,0,0,5,10K_2010
RECOMPLETE,61733,2790,1.0575207243206242e-07,1.1732808286174947e-07,5.134087807863316e-06,1652,0,0,0,0,0,0,0,0,3,10K_2010
RECOMPLETED,61734,4098,1.5533046337870672e-07,2.398215163158357e-07,9.567748382102119e-06,2256,0,0,0,0,0,0,0,0,4,10K_2010
RECOMPLETES,61735,58,2.1984301795912617e-09,1.991639360334314e-09,3.7677219762049174e-07,54,0,0,0,0,0,0,0,0,3,10K_2018
RECOMPLETING,61736,2743,1.0397058590722122e-07,7.799412342134374e-08,3.6125671890355388e-06,1634,0,0,0,0,0,0,0,0,4,10K_2010
RECOMPLETION,61737,29427,1.115400084393656e-06,1.3204224549611704e-06,2.4142775436218038e-05,10573,0,0,0,0,0,0,0,0,4,10K_2008
RECOMPLETIONS,61738,11720,4.4423451215188943e-07,5.601705615529157e-07,1.4193013543840038e-05,4841,0,0,0,0,0,0,0,0,4,10K_2010
RECOMPOSE,61739,13,4.927515919773517e-10,1.8787859347242124e-10,7.246814732224142e-08,10,0,0,0,0,0,0,0,0,3,12of12inf
RECOMPOSED,61740,42,1.5919666817729826e-09,1.712773011081214e-09,4.433035786997443e-07,33,0,0,0,0,0,0,0,0,3,12of12inf
RECOMPOSES,61741,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
RECOMPOSING,61742,4,1.5161587445456976e-10,7.035082018333861e-11,4.447839209579775e-08,4,0,0,0,0,0,0,0,0,4,12of12inf
RECOMPUTATION,61743,3240,1.228088583082015e-07,8.838789413138363e-08,4.855697057884085e-06,1521,0,0,0,0,0,0,0,0,5,10K_2008
RECOMPUTE,61744,1880,7.125946099364779e-08,4.460204336470227e-08,2.2533229584342676e-06,1362,0,0,0,0,0,0,0,0,3,12of12inf
RECOMPUTED,61745,15238,5.775806737346835e-07,3.3409665860042127e-07,2.0729710655396764e-05,7282,0,0,0,0,0,0,0,0,4,12of12inf
RECOMPUTES,61746,76,2.8807016146368256e-09,2.064348515236034e-09,3.147828240155832e-07,67,0,0,0,0,0,0,0,0,3,12of12inf
RECOMPUTING,61747,360,1.3645428700911279e-08,6.692746801728276e-09,7.390174243398869e-07,205,0,0,0,0,0,0,0,0,4,12of12inf
RECONCILABLE,61748,3312,1.2553794404838377e-07,6.906933380524598e-08,4.261241375346514e-06,1676,0,0,0,0,0,0,0,0,5,12of12inf
RECONCILE,61749,1296438,4.914014526153338e-05,0.00011118554328907098,0.00015250851268168526,1031305,0,0,0,0,0,0,0,0,3,12of12inf
RECONCILED,61750,76992,2.918302351501559e-06,3.2180451523672737e-06,3.5526595723724424e-05,49083,0,0,0,0,0,0,0,0,3,12of12inf
RECONCILEMENT,61751,2117,8.024270155508105e-08,9.540871803427915e-08,5.145824082766681e-06,1241,0,0,0,0,0,0,0,0,4,10K_2010
RECONCILES,61752,120110,4.552645670184594e-06,4.580916461677767e-06,2.4239458771100417e-05,84691,0,0,0,0,0,0,0,0,4,12of12inf
RECONCILIATION,61753,1342106,5.0871143700181204e-05,5.0581788312404655e-05,0.00011546440326424389,499455,0,0,0,0,0,0,0,0,6,12of12inf
